"rank","batchName","facultyPacketPath","cardId","sourceQueueId","title","category","rotation","learnerLevel","editorialStatus","missingGateCount","readyForReviewGateCount","nextGateLabel","nextGateStatus","learningStandardIds","facultyAction"
"156","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-02-f073ec35-2001-4493-a5e3-f77cf39cb9b3","ap_endo-f073ec35-2001-4493-a5e3-f77cf39cb9b3","Hb S and Related Disorders","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"157","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-03-4b3ce1a2-7423-4c0c-ace2-f529bb549a96","ap_endo-4b3ce1a2-7423-4c0c-ace2-f529bb549a96","Lead Poisoning","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"158","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-04-acb6750e-f5f9-4671-996f-a198aa3bc7a2","ap_endo-acb6750e-f5f9-4671-996f-a198aa3bc7a2","Monocytes – Quantitative & Qualitative Aspects","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"159","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-05-0b7ce8a1-90dc-4a87-8f98-cf14a51e7f50","ap_endo-0b7ce8a1-90dc-4a87-8f98-cf14a51e7f50","Leucocyte Infections","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"160","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-06-7fd770b3-f648-473c-b68b-a12a1ffd69ab","ap_endo-7fd770b3-f648-473c-b68b-a12a1ffd69ab","Fluid Specimens","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"161","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-07-df71d1a1-6098-4098-8dda-f119adc37f95","ap_endo-df71d1a1-6098-4098-8dda-f119adc37f95","CSF","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"162","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-08-df7e7e54-569a-424c-9341-d0135dcd8d31","ap_endo-df7e7e54-569a-424c-9341-d0135dcd8d31","Immune","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"163","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-09-b2f370e8-9df4-44f1-885e-00dd2e6255db","ap_endo-b2f370e8-9df4-44f1-885e-00dd2e6255db","Inherited","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"164","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-10-2126e936-be8a-4ecc-ac76-1fb85199e2da","ap_endo-2126e936-be8a-4ecc-ac76-1fb85199e2da","Other Causes of Thrombocytopenia","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"165","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-11-51189037-75fc-4d0d-b402-572deea80a2f","ap_endo-51189037-75fc-4d0d-b402-572deea80a2f","Malformation","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"166","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-12-4af23953-d355-43d6-b742-592cb0645c65","ap_endo-4af23953-d355-43d6-b742-592cb0645c65","Hypoplasia","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"167","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-13-6d1be720-bf85-4aa9-9539-9d2891cf898e","ap_endo-6d1be720-bf85-4aa9-9539-9d2891cf898e","Cytomegaly","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"168","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-14-96a40849-b40b-40a5-a9c8-cfef680e6739","ap_endo-96a40849-b40b-40a5-a9c8-cfef680e6739","Disorders of Hormonal Synthesis","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"169","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-15-7cf53ebb-6230-4159-9410-486790e8b9ff","ap_endo-7cf53ebb-6230-4159-9410-486790e8b9ff","Post-Transplant Lymphoproliferative Disorder (PTLD)","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"170","P0 endocrine entity card batch 2","reports/ap_p0_endocrine_card_batch_2_faculty_packet.md","p0-endo-batch-2-card-16-3437eb7d-29e1-4e05-9ca9-47a970f10438","ap_endo-3437eb7d-29e1-4e05-9ca9-47a970f10438","Viral Associated Conditions, including HIV","Endocrine","Endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","contrastive-comparator; dual-coding; faculty-calibrated-safety","Resolve Faculty review: Endocrine faculty/taxonomy reviewer, source citation, image/license or reassignment status, editorial decision, and review date are not yet attached."
"171","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-01-7ede8c2a-b226-4493-8dc4-2e90988f6410","ap_gi-7ede8c2a-b226-4493-8dc4-2e90988f6410","Infections","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"172","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-02-e82e42c2-650a-4059-91d2-7ee0cf263cb0","ap_gi-e82e42c2-650a-4059-91d2-7ee0cf263cb0","Mesenchymal tumors","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"173","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-03-147807c0-cb07-44ab-a1dd-3a85b7d0bc01","ap_gi-147807c0-cb07-44ab-a1dd-3a85b7d0bc01","Meckel diverticulum","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"174","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-04-5ff86977-53f9-4fdd-b61d-2a8e3e37d7a8","ap_gi-5ff86977-53f9-4fdd-b61d-2a8e3e37d7a8","Celiac disease and tropical sprue","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"175","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-05-8169481e-44b9-474e-819b-4737d5e2a486","ap_gi-8169481e-44b9-474e-819b-4737d5e2a486","Peptic duodenitis / ulcer","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"176","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-06-a2b54b0f-165e-4f7f-8313-3a4ee0768a26","ap_gi-a2b54b0f-165e-4f7f-8313-3a4ee0768a26","Crohn disease","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"177","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-07-19bf44d3-9dd4-4993-843a-d41714d08907","ap_gi-19bf44d3-9dd4-4993-843a-d41714d08907","Lymphomas","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"178","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-08-c5bfdb5c-be57-4333-8462-fe5418f6262e","ap_gi-c5bfdb5c-be57-4333-8462-fe5418f6262e","Melanosis coli","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"179","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-09-704f5a9f-d5da-42f9-91af-bd7a07e9e05f","ap_gi-704f5a9f-d5da-42f9-91af-bd7a07e9e05f","Hirschsprung disease","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"180","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-10-04486cc7-eb7e-42e1-a512-6547da432009","ap_gi-04486cc7-eb7e-42e1-a512-6547da432009","Tailgut cyst","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"181","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-11-8998a8bd-81eb-4493-a741-bc4c1f0d51e8","ap_gi-8998a8bd-81eb-4493-a741-bc4c1f0d51e8","Hemorrhoids","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"182","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-12-d80867cc-a1f7-4a7f-9b67-06ccb36915e6","ap_gi-d80867cc-a1f7-4a7f-9b67-06ccb36915e6","Other infections of the anal canal","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"183","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-13-6825d573-3be9-4f73-852b-5aaa9122f460","ap_gi-6825d573-3be9-4f73-852b-5aaa9122f460","Hemochromatosis","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"184","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-14-76076f02-721a-4cff-94c4-1040aa7bf872","ap_gi-76076f02-721a-4cff-94c4-1040aa7bf872","NASH (Non-alcoholic steatohepatitis)","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"185","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-15-1d6bd63c-eb44-4584-b975-82ab8b97c753","ap_gi-1d6bd63c-eb44-4584-b975-82ab8b97c753","Cirrhosis","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"186","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-16-b9441316-7a6b-4ba8-a12b-fe83a95afb47","ap_gi-b9441316-7a6b-4ba8-a12b-fe83a95afb47","Amebic abscess","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"187","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-17-74c916a7-a041-4b2a-b281-dbbdd7ee816a","ap_gi-74c916a7-a041-4b2a-b281-dbbdd7ee816a","Echinococcosis","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"188","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-18-cbad248a-dfec-45d4-a12a-8d065ed449a9","ap_gi-cbad248a-dfec-45d4-a12a-8d065ed449a9","Hemangioma","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"189","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-19-b6ca632d-d00b-429b-8534-d1e73cd7c305","ap_gi-b6ca632d-d00b-429b-8534-d1e73cd7c305","Autoimmune pancreatitis","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"190","P0 gastrointestinal entity card batch","reports/ap_p0_gi_card_batch_faculty_packet.md","p0-gi-card-20-b72f3c55-4408-46ae-bab7-3bb5894775a6","ap_gi-b72f3c55-4408-46ae-bab7-3bb5894775a6","Infections","Gastrointestinal","GI pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"191","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-01-cd232d7a-75c4-462f-8db3-45e5dd5fae86","ap_male_repro-cd232d7a-75c4-462f-8db3-45e5dd5fae86","Amyloid","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"192","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-02-bcadc6fc-94e8-4484-aa77-31ac0e5b95a5","ap_male_repro-bcadc6fc-94e8-4484-aa77-31ac0e5b95a5","Extraprostatic extension","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"193","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-03-416e8c98-54de-4305-a1ff-aaf044a4a7bd","ap_male_repro-416e8c98-54de-4305-a1ff-aaf044a4a7bd","Cryptorchidism","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"194","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-04-ae24d27b-2eda-417d-b7ee-fa4393f3f2b2","ap_male_repro-ae24d27b-2eda-417d-b7ee-fa4393f3f2b2","Bowenoid papulosis","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"195","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-05-57b7ef85-4229-4683-9e12-e9746c5c4e12","ap_male_repro-57b7ef85-4229-4683-9e12-e9746c5c4e12","Adenosis","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"196","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-06-01278486-ad2f-413a-93fe-d45d29f116a9","ap_male_repro-01278486-ad2f-413a-93fe-d45d29f116a9","Stromal polyp","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"197","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-07-1246b90e-c9c9-454c-a63e-9e2613374e7c","ap_male_repro-1246b90e-c9c9-454c-a63e-9e2613374e7c","The Ovaries","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"198","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-08-38b26e1e-286b-4d31-819a-29c12a8d5056","ap_male_repro-38b26e1e-286b-4d31-819a-29c12a8d5056","Normal endometrial patterns","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"199","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-09-25f8343f-f402-4b11-ae3e-02cd14891ff5","ap_male_repro-25f8343f-f402-4b11-ae3e-02cd14891ff5","Exogenous hormonal alteration","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"200","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-10-851e8fca-6018-49c8-b182-104216462243","ap_male_repro-851e8fca-6018-49c8-b182-104216462243","Atrophy","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"201","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-11-a1d3faa1-e117-4b6d-923b-c8651123d6d1","ap_male_repro-a1d3faa1-e117-4b6d-923b-c8651123d6d1","Endometritis","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"202","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-12-d51652a0-2893-4617-8e37-5ea57cabe1ee","ap_male_repro-d51652a0-2893-4617-8e37-5ea57cabe1ee","Disordered proliferative","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"203","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-13-599e3866-34ce-4982-988b-cd737e959de3","ap_male_repro-599e3866-34ce-4982-988b-cd737e959de3","PEComa","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"204","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-14-fe9d0328-b1ad-4ef9-88b8-bdeda6f31d3c","ap_male_repro-fe9d0328-b1ad-4ef9-88b8-bdeda6f31d3c","Mucinous tumors","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"205","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-15-e6f18b8b-f28b-4fac-a0f7-1ff0fc1b108f","ap_male_repro-e6f18b8b-f28b-4fac-a0f7-1ff0fc1b108f","Cysts","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"206","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-16-51ce17e1-9729-4d56-aaa1-c6bc8e032e8f","ap_male_repro-51ce17e1-9729-4d56-aaa1-c6bc8e032e8f","Non-Infectious","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"207","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-17-1d7ca2fa-b361-4cb9-ad2b-3112c9a112a2","ap_male_repro-1d7ca2fa-b361-4cb9-ad2b-3112c9a112a2","Peritoneal leiomyomatosis","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"208","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-18-c4d2f7de-45bf-4685-badf-42d8c4263c70","ap_male_repro-c4d2f7de-45bf-4685-badf-42d8c4263c70","Infections","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"209","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-19-c458767e-193e-417f-af50-44331e638a53","ap_male_repro-c458767e-193e-417f-af50-44331e638a53","Infections","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"210","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-20-830e1eaa-49b7-4375-acb3-002582a665c1","ap_male_repro-830e1eaa-49b7-4375-acb3-002582a665c1","Bacterial","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
